r=1000
e=1
s=214,511,0,0,0,0
s=214,511,1486,0,0,0
s=214,511,0,0,0,0
s=112,255,0,0,0,0
s=112,255,1359,0,0,0
s=112,255,0,0,0,0
s=138,435,0,0,0,0
s=138,435,1444,0,0,0
s=138,435,0,0,0,0
s=61,307,0,0,0,0
s=61,307,1500,0,0,0
s=61,307,0,0,0,0
s=163,537,0,0,0,0
s=163,537,1402,0,0,0
s=163,537,0,0,0,0
s=86,435,0,0,0,0
s=86,435,1374,0,0,0
s=86,435,0,0,0,0
s=368,486,0,0,0,0
s=368,486,2177,0,0,0
s=368,486,0,0,0,0
s=291,1023,0,0,0,0
s=291,1023,4080,0,0,0
s=291,1023,0,0,0,0
s=598,409,0,0,0,0
s=598,409,4080,0,0,0
s=598,409,0,0,0,0
s=10,25,0,0,0,0
s=10,25,1938,0,0,0
s=10,25,0,0,0,0
s=317,255,0,0,0,0
s=317,255,2008,0,0,0
s=317,255,0,0,0,0
s=342,998,0,0,0,0
s=342,998,4080,0,0,0
s=342,998,0,0,0,0
s=86,102,0,0,0,0
s=86,102,1317,0,0,0
s=86,102,0,0,0,0
s=35,486,0,0,0,0
s=35,486,1345,0,0,0
s=35,486,0,0,0,0
s=291,435,0,0,0,0
s=291,435,1670,0,0,0
s=291,435,0,0,0,0
s=496,435,0,0,0,0
s=496,435,2657,0,0,0
s=496,435,0,0,0,0
s=240,0,0,0,0,0
s=240,0,2332,0,0,0
s=240,0,0,0,0,0
s=547,972,0,0,0,0
s=547,972,4080,0,0,0
s=547,972,0,0,0,0
s=342,486,0,0,0,0
s=342,486,1994,0,0,0
s=342,486,0,0,0,0
s=189,435,0,0,0,0
s=189,435,1529,0,0,0
s=189,435,0,0,0,0
s=214,358,0,0,0,0
s=214,358,1543,0,0,0
s=214,358,0,0,0,0
s=445,358,0,0,0,0
s=445,358,2628,0,0,0
s=445,358,0,0,0,0
s=393,895,0,0,0,0
s=393,895,1233,0,0,0
s=393,895,0,0,0,0
s=521,51,0,0,0,0
s=521,51,2191,0,0,0
s=521,51,0,0,0,0
s=521,844,0,0,0,0
s=521,844,4080,0,0,0
s=521,844,0,0,0,0
s=573,25,0,0,0,0
s=573,25,1966,0,0,0
s=573,25,0,0,0,0
s=598,153,0,0,0,0
s=598,153,4066,0,0,0
s=598,153,0,0,0,0
s=598,435,0,0,0,0
s=598,435,4080,0,0,0
s=598,435,0,0,0,0
s=265,383,0,0,0,0
s=265,383,1656,0,0,0
s=265,383,0,0,0,0
s=214,1049,0,0,0,0
s=214,1049,4080,0,0,0
s=214,1049,0,0,0,0
s=189,76,0,0,0,0
s=189,76,1994,0,0,0
s=189,76,0,0,0,0
s=342,435,0,0,0,0
s=342,435,1867,0,0,0
s=342,435,0,0,0,0
s=240,102,0,0,0,0
s=240,102,2276,0,0,0
s=240,102,0,0,0,0
s=496,383,0,0,0,0
s=496,383,2642,0,0,0
s=496,383,0,0,0,0
s=470,639,0,0,0,0
s=470,639,1472,0,0,0
s=470,639,0,0,0,0
s=214,588,0,0,0,0
s=214,588,1402,0,0,0
s=214,588,0,0,0,0
s=35,25,0,0,0,0
s=35,25,1923,0,0,0
s=35,25,0,0,0,0
s=496,255,0,0,0,0
s=496,255,2093,0,0,0
s=496,255,0,0,0,0
s=317,358,0,0,0,0
s=317,358,2064,0,0,0
s=317,358,0,0,0,0
s=240,563,0,0,0,0
s=240,563,1515,0,0,0
s=240,563,0,0,0,0
s=393,409,0,0,0,0
s=393,409,2375,0,0,0
s=393,409,0,0,0,0
s=240,76,0,0,0,0
s=240,76,2248,0,0,0
s=240,76,0,0,0,0
s=342,281,0,0,0,0
s=342,281,2191,0,0,0
s=342,281,0,0,0,0
s=163,358,0,0,0,0
s=163,358,1585,0,0,0
s=163,358,0,0,0,0
s=496,844,0,0,0,0
s=496,844,1656,0,0,0
s=496,844,0,0,0,0
s=598,332,0,0,0,0
s=598,332,2558,0,0,0
s=598,332,0,0,0,0
s=61,537,0,0,0,0
s=61,537,1359,0,0,0
s=61,537,0,0,0,0
s=138,460,0,0,0,0
s=138,460,1543,0,0,0
s=138,460,0,0,0,0
s=445,537,0,0,0,0
s=445,537,2530,0,0,0
s=445,537,0,0,0,0
s=342,0,0,0,0,0
s=342,0,2445,0,0,0
s=342,0,0,0,0,0
s=573,435,0,0,0,0
s=573,435,4066,0,0,0
s=573,435,0,0,0,0
s=86,537,0,0,0,0
s=86,537,1444,0,0,0
s=86,537,0,0,0,0
s=547,435,0,0,0,0
s=547,435,2628,0,0,0
s=547,435,0,0,0,0
s=291,332,0,0,0,0
s=291,332,2332,0,0,0
s=291,332,0,0,0,0
s=521,358,0,0,0,0
s=521,358,2586,0,0,0
s=521,358,0,0,0,0
s=496,460,0,0,0,0
s=496,460,2671,0,0,0
s=496,460,0,0,0,0
